"HTS Number","COMMODITIES","IMPORT"
"69072290","Glazed ceramic tiles nesoi, of a H2O absorp coeff by wt exceeding 0.5% but not exceeding 10%","60,847,543"
"69072310","Unglazed ceramic tiles, other than those of subheading 6907.30 and 6907.40, of H2O absorp coeff by wt >10%","1,292,028"
"69072320","Glazed ceramic tiles having <=3229 tiles per m2, surf area in sq w/ side <7cm, H2O absorp coeff by wt >10%","180,061"
"69072330","Glazed ceramic tiles having surface area <38.7cm2, surf area in sq w/ side <7cm, of H2O absorp coeff by wt >10%","1,353,048"
"69072340","Glazed ceramic tiles having surface area >=38.7cm2, , surf area in sq w/ side <7cm, of a H2O absorp coeff by wt >10%","3,550,457"
"69072390","Glazed ceramic tiles nesoi, of a H2O absorp coeff by wt >10%","24,574,512"
"69073010","Unglazed ceramic mosaic cubes, o/t subheading 6907.40","792,192"
"69073020","Glazed ceramic mosaic cubes having <=3229 tiles per m2, surf area in sq w/ side <7cm","3,402,291"
"69073030","Glazed ceramic mosaic cubes having surface area <38.7cm2, surf area in sq w/ side <7cm","1,738,835"
"69073040","Glazed ceramic mosaic cubes having surface area >=38.7cm2, surf area in sq w/ side <7cm","329,895"
"69073090","Glazed ceramic mosaic cubes nesoi, o/t subheading 6907.40","6,375,418"
"69074010","Unglazed finishing ceramics","3,780,295"
"69074020","Glazed finishing ceramics having <=3229 tiles per m2, surf area in sq w/ side <7cm","473,399"
"69074030","Glazed finishing ceramics having surface area <38.7cm2, surf area in sq w/ side <7cm","191,671"
"69074040","Glazed finishing ceramics having surface area >=38.7cm2, , surf area in sq w/ side <7cm","3,561,453"
"69074090","Glazed finishing ceramics nesoi","90,760,531"
"69091120","Porcelain or china ceramic machinery parts","18,811,553"
"69091140","Porcelain or china ceramic wares for laboratory, chemical or other technical uses (other than machinery parts), nesoi","4,825,811"
"69091200","Ceramic wares (o/than of porcelain or china) for laboratory, chemical or technical uses, w/hardness equivalent to 9 or more on Mohs scale","6,796,254"
"69091910","Ceramic ferrite core memories","199,293"
"69091950","Ceramic wares for laboratory, chemical or other technical uses (o/than of porcelain or china), nesoi","20,352,061"
"69099000","Ceramic troughs, tubes & siml. receptacles for agriculture; ceramic pots, jars, & siml. arts. for conveyance or packing of goods","1,294,033"
"69141040","Porcelain or china ceramic ferrules, n/o 3mm diam or 25mm long, w/fiber channel open. and/or ceramic mating sleeves of Al2O3 or zirconia","426,028"
"69141080","Porcelain or china arts. (o/than tableware/kitchenware/household & ornament. arts),nesoi","1,267,288"
"69149041","Ceramic (o/porcelain or china) ferrules, n/o 3mm or 25mm long, w/fiber channel open. and/or ceramic mating of sleeves of Al2O3 or zirconia","25,406,622"
"69149080","Ceramic (o/than porcelain or china) arts. (o/than tableware/kitchenware/household & ornament. arts), nesoi","26,314,471"
"70010010","Glass in the mass of fused quartz or other fused silica","1,115,295"
"70010020","Glass in the mass (other than of fused quartz or other fused silica)","174,519"
"70010050","Cullet and other waste and scrap of glass","1,651,893"
"70021010","Glass in balls (o/than microspheres of heading 7018), unworked, n/o 6mm in diameter","3,064,872"
"70021020","Glass in balls (o/than microspheres of heading 7018), unworked, over 6 mm in diameter","1,548,587"
"70022050","Glass rods (o/than of fused quartz or other fused silica), unworked","150,993"
"70023100","Glass tubes of fused quartz or other fused silica, unworked","13,910,858"
"70023200","Glass tubes (o/than fused quartz/silica), w/linear coefficient of expansion n/o 5x10-6 per Kelvin in range of 0-300 degrees C, unworked","1,009,656"
"70023900","Glass tubes (o/than fused quartz/silica), nesoi, unworked","904,378"
"70031200","Cast or rolled glass, in nonwired sheets, colored thru the mass, opacified, flashed or w/absorbent,reflect. or non-reflect.layer, not wkd.","1,411,172"
"70031900","Cast or rolled glass, in nonwired sheets, n/colored thru the mass, opacified, flashed, etc. & not further worked","5,908,118"
"70032000","Cast or rolled glass, in wired sheets","146,545"
"70033000","Cast or rolled glass profiles","8,821"
"70042010","Drawn or blown glass, in sheets, w/absorbent, reflecting or non-reflecting layer, n/furth. wkd.","3,071,145"
"70042020","Drawn or blown glass, in rect. sheets, colored thru the mass, etc., w/o absorbent, reflecting or non-reflect. layer, n/furth wkd","268,724"
"70042050","Drawn or blown glass, in sheets (o/than rect.), colored thru the mass, opacified, flashed, w/o absorbent, etc. layer, n/furth. wkd.","2,786"
"70049005","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. n/o 1.5 mm & n/o 0.26 m2 in area, n/further wkd.","837,300"
"70049010","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. n/o 1.5 mm & over 0.26 m2 in area, n/further wkd.","1,421,549"
"70049015","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 1.5 but n/o 2 mm & n/o 0.26 m2 in area, n/further wkd.","82,171"
"70049020","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 1.5 but n/o 2 mm & over 0.26 m2 in area, n/further wkd.","310,424"
"70049025","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 2 but n/o 3.5 mm, not further wkd.","337,433"
"70049030","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 3.5 mm & n/o 0.65 m2 in area, not further wkd.","260,777"
"70049040","Drawn or blown glass, nesoi, in rectangular sheets, w/thick. over 3.5 mm & over 0.65 m2 in area, not further wkd.","118,709"
"70049050","Drawn or blown glass, nesoi, in sheets (other than rectangular), nesoi","21,692"
"70051040","Surface ground or polished glass, w/absorb. or reflect. layer, n/o 1.2 mm thick & n/o 0.8 M2 in area, suitable for use in LCD's","388,648"
"70051080","Float glass & surface ground or polished glass, nonwired, in sheets, w/absorb. or reflect. layer, nesoi, not worked","4,163,768"
"70052110","Float glass & surface ground or polished glass, nonwired, in sheets, colored thru mass, opacified, flashed, under 10 mm thick, not worked","3,438,736"
"70052120","Float glass & surface ground or polished glass, nonwired, in sheets, colored thru mass, opacified, flashed, 10 mm or more thick, not worked","283,117"
"70052904","Float glass & surface ground or polished glass, in sheets, less than 10 mm thick, w/area n/o 0.65 M2 & for liquid crystal displays","287,929"
"70052908","Float glass & surface ground or polished glass, nonwired, in sheets, less than 10 mm thick, w/area n/o 0.65 M2 & not for LCD's","89,682"
"70052914","Float glass & surface ground or polished glass, in sheets, less than 10 mm thick, w/area o/0.65 M2 & for liquid crystal displays","136,922"
"70052918","Float glass & surface ground or polished glass, nonwired, in sheets, less than 10 mm thick, w/area over 0.65 M2 & not for LCD's","12,189,008"
"70052925","Float glass & surface ground or polished glass, nonwired, in sheets, 10 mm or more in thickness","2,339,493"
"70053000","Float glass & surface ground or polished glass, wired, in sheets","399,176"
"70060010","Glass of heading 7003-7005 in strips n/o 15.2 cm wide & o/2 mm thick, w/longitudinal edges ground or smoothed","881,845"
"70060020","Drawn or blown glass, not containing wire netting & not surface ground or polished, but bent, edged or otherwise worked but not framed","500,722"
"70060040","Glass of heading 7003-7005, bent, edgeworked, engraved, drilled, enameled or otherwise worked, but not framed or fitted, nesoi","17,110,842"
"70071100","Toughened (tempered) safety glass, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","53,930,894"
"70071900","Toughened (tempered) safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","181,651,461"
"70072110","Laminated safety glass, windshields, of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","243,634,397"
"70072150","Laminated safety glass (o/than windshields), of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","3,359,944"
"70072900","Laminated safety glass, not of size or shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels","39,535,717"
"70080000","Glass multiple-walled insulating units","64,966,443"
"70091000","Glass rearview mirrors for vehicles","35,167,770"
"70099110","Glass mirrors (o/than rearview mirrors), unframed, n/o 929 cm2 in reflecting area","10,233,301"
"70099150","Glass mirrors (o/than rearview mirrors), unframed, over 929 cm2 in reflecting area","59,136,431"
"70099210","Glass mirrors (o/than rearview mirrors), framed, n/o 929 cm2 in reflecting area","105,344,760"
"70099250","Glass mirrors (o/than rearview mirrors), framed, over 929 cm2 in reflecting area","263,269,139"
"70101000","Glass ampoules used for the conveyance or packing of goods","171,264"
"70102020","Glass stoppers, lids and other closures produced by automatic machine","19,359,719"
"70102030","Glass stoppers, lids and other closures not produced by automatic machine","641,028"
"70109005","Glass serum bottles, vials and other pharmaceutical containers","7,052,543"
"70109020","Glass containers for conveyance/packing perfume/toilet preps & containers with/designed for ground glass stopper, made by automatic machine","52,913,512"
"70109030","Glass containers for convey/pack perfume/toilet preps & containers with/designed for ground glass stopper, not made by automatic machine","2,237,768"
"70109050","Glass carboys, bottles, jars, pots, flasks, & other containers for conveyance/packing of goods (w/wo closures) & preserving jars, nesoi","331,047,796"
"70111010","Glass bulbs (w/o fittings) for electric incandescent lamps","958,115"
"70111050","Glass envelopes, open, & glass parts thereof, for electric lighting (other than bulbs for incandescent lamps), without fittings","2,977,755"
"70112045","Monochrome glass envelopes (open & w/o fittings), certified by importer for actual use in computer or graphic display CRTs","210,693"
"70112085","Glass envelopes (open & w/o fittings) & glass parts thereof, nesoi, for cathode-ray tubes","139,507"
"70119000","Glass envelopes (open & w/o fittings) & glass parts thereof (o/than for electric lighting or cathode-ray tubes","1,537,512"
"70140010","Glass lens blanks (other than for spectacles), not optically worked","3,974,333"
"70140020","Glass optical elements (other than lens blanks), not optically worked","1,369,185"
"70140030","Glass lenses and filters (other than optical elements) and parts thereof, for signaling purposes, not optically worked","1,638,653"
"70140050","Signaling glassware, nesoi, not optically worked","335,705"
"70161000","Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes","181,104,468"
"70169010","Paving blocks, slabs, bricks, squares, tiles & other arts. of pressed or molded glass, for building or construction purposes","41,774,128"
"70169050","Leaded glass windows & the like; multicellular or foam glass in blocks, panels, plates, shells or similar forms","9,524,873"
"70171030","Fused quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for semiconductor wafer production","287,386"
"70171060","Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated or graduated, of fused quartz or other fused silica, nesoi","2,692,295"
"70172000","Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated or graduated, of glass w/low coefficient of heat expansion","3,005,873"
"70179010","Glass microscope slides and micro cover glasses","11,458,039"
"70179050","Laboratory, hygienic or pharmaceutical glassware, whether or not calibrated, nesoi, of glass, nesoi","5,601,307"
"70181010","Glass imitation pearls and pearl beads of all shapes and colors, whether or not drilled, not strung and not set","903,178"
"70181020","Glass imitation precious or semiprecious stones (except beads)","4,942,689"
"70181050","Glass beads (o/than imitat. pearls) & similar glass smallwares, nesoi","30,754,601"
"70182000","Glass microspheres not exceeding 1 mm in diameter","10,688,611"
"70189050","Articles (o/than imitation jewellry) of glass beads, pearls and imitation stones and statuettes & ornaments of lamp-worked glass","10,322,004"
"70191100","Glass fiber chopped strands of a length not more than 50 mm","24,998,203"
"70191200","Glass fiber rovings","117,833,178"
"70191905","Fiberglass rubber reinforcing yarn,not color,of electrically nonconductive continuous filament 9 to 11 microns diam & impreg for adhesion to","414,623"
"70191915","Glass fiber yarns, not colored, other than fiberglass rubber reinforcing yarn","2,480,285"
"70191924","Fiberglass rubber reinforce yarn,color,of electrically nonconduct. continuous filament 9 to 11 microns diam & impreg for adhesion to polym.","266,254"
"70191928","Glass fiber yarns, colored, other than fiberglass rubber reinforcing yarn","72,322"
"70191930","Glass fiber chopped strands of a length more than 50 mm","26,909,634"
"70191970","Fiberglass rubber reinforce cord,of electrically nonconduct. contin. filament 9 to 11 microns diam & impreg for adhesion to polymeric comp.","242,032"
"70191990","Glass fiber slivers","1,513,047"
"70193100","Nonwoven glass fiber mats","53,771,028"
"70193200","Nonwoven glass fiber in thin sheets (voiles)","1,194,622"
"70193910","Nonwoven glass wool insulation products","8,512,114"
"70193950","Nonwoven glass fiber webs, mattresses, boards and similar articles of nonwoven glass fibers, nesoi","25,521,123"
"70194005","Woven fiberglass tire cord fabric of rovings,n/o 30 cm wide,of elect. nonconductive cont. filament 9-11 micron diam & impreg for adhesion","3,024"
"70194015","Woven glass fiber fabric of rovings, n/o 30 cm in width, other than fiberglass tire cord fabric","959,499"
"70194030","Woven fiberglass tire cord fabric of roving,o/30 cm wide,n/color, of elect. nonconduct. contin. fil. 9-11 micron diam & impreg for adhesion","5,256"
"70194040","Woven glass fiber fabric of rovings, o/30 cm wide, not colored, other than fiberglass tire cord fabric","4,955,471"
"70194070","Woven fiberglass tire cord fabric of roving,o/30 cm wide,color,of elect nonconduct. cont. filament 9-11 micron diam & impreg for adhesion","1,287"
"70194090","Woven glass fiber fabrics of rovings, o/30 cm wide, colored, other than fiberglass tire cord fabric","1,456,441"
"70195110","Woven fiberglass tire cord fabric,n/roving,n/o 30 cm wide,of electrical nonconduct. contin. filament 9-11 micron diam & impreg for adhesion","38,143"
"70195190","Woven glass fiber fabric, not of rovings, n/o 30 cm wide, other than fiberglass tire cord fabric","1,821,640"
"70195240","Woven glass fiber woven fabric, not colored, not of rovings, plain weave, o/30 cm wide, less than 250 g/m2, w/no single yarn o/136 tex,nesoi","2,117,131"
"70195290","Woven glass fiber fabric,not colored,not rovings,plain weave,o/30 cm wide & less than 250 g/m2,w/no single yarn not more than 136 tex, nesoi","2,947,867"
"70195930","Woven fiberglass tire cord fabric,n/colored,nesoi,o/30 cm wide,of elect. noncond contin filament 9-11 micron diam and impreg for adhesion","585,055"
"70195940","Woven glass fiber woven fabrics, not colored, nesoi, o/30 cm wide, nesoi","8,670,916"
"70195970","Woven fiberglass tire cord fabric,colored,nesoi,o/30 cm wide,of elect. nonconduct contin filaments 9-11 micron diam & impreg for adhesion","179,338"
"70195990","Woven glass fiber woven fabrics, colored, nesoi, o/30 cm wide, nesoi","10,053,050"
"70199010","Woven glass fiber articles (other than fabrics), nesoi","17,378,332"
"70199050","Glass fibers (including glass wool), nesoi, and articles thereof, nesoi","65,990,757"
"70200030","Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for semiconductor wafer production, nesoi","5,201,651"
"70200040","Glass inners for vacuum flasks or for other vacuum vessels","134,625"
"70200060","Articles of glass, not elsewhere specified or included","61,237,025"
"71022900","Industrial diamonds, worked, but not mounted or set","384,139"
"71051000","Diamond dust and powder","34,168,172"
"71059000","Natural or synthetic precious (except diamond) or semiprecious stone dust and powder","342,045"
"71061000","Silver powder","1,845,136"
"71069110","Silver bullion and dore","39,236,301"
"71069150","Silver, unwrought (o/than bullion and dore)","69,032"
"71069210","Silver (incl. silver plate w gold/platinum),semimanufacture,rectangular/near rectangular shape,99.5% or > pure,marked only by wgt/identity","10,759"
"71069250","Silver (including silver plated with gold or platinum), in semimanufactured form, nesoi","295,409"
"71070000","Base metals clad with silver, not further worked than semimanufactured","69,443"
"71081310","Gold leaf","1,359,003"
"71081355","Gold (incl. gold plated w platinum),not money,semimanufacture,rectangle/near rectangular shape,99.5% or > pure,marked only by wgt/identity","3,145"
"71081370","Gold (including gold plated with platinum), nonmonetary, in semimanufactured forms (except gold leaf), nesoi","22,130"
"71090000","Base metals or silver clad with gold, but not further worked than semimanufactured","3,090"
"71101900","Platinum, in semimanufactured forms","2,217,533"
"71102900","Palladium, in semimanufactured forms","518,000"
"71103900","Rhodium, in semimanufactured forms","11,833"
"71104100","Iridium, osmium and ruthenium, unwrought or in powder form","272,661"
"71104900","Iridium, osmium and ruthenium, in semimanufactured forms","17,351"
"71110000","Base metals, silver or gold clad with platinum, not further worked than semimanufactured","14,477"
"71123000","Ash containing precious metals or precious metal compounds","6,277,138"
"71129100","Gold waste and scrap, including metal clad with gold but excluding sweepings containing other precious metals","671,659"
"71129200","Platinum waste and scrap, including metal clad with platinum but excluding sweepings containing other precious metals","21,119,900"
"71129900","Precious metal (other than of gold or platinum) waste and scrap, including metal clad with precious metals, nesoi","12,824,018"
"71141110","Knives with handles of silver, whether or not plated or clad with other precious metal","0"
"71141140","Spoons and ladles (o/than w/sterling silver handles) of silver, whether or not plated or clad w/other precious metal","9,877"
"71141145","Sets of two or more knives or forks w/silver handles or spoons and ladles of silver, whether or not clad or plated w/prec.metal","6,360"
"71141160","Articles of silver nesoi, for household, table or kitchen use, toilet and sanitary wares, including parts thereof","171,795"
"71141170","Silversmiths' wares (other than for household/table/kitchen use & toilet and sanitary wares) of silver, nesoi","623,786"
"71141900","Precious metal (o/than silver) articles, nesoi, whether or not plated or clad with other precious metal, nesoi","1,383,001"
"71142000","Goldsmiths' or silversmiths' wares of base metal clad with precious metal","679,183"
"71151000","Platinum catalysts in the form of wire cloth or grill","67,327"
"71159005","Precious metal articles, incl. metal clad w/precious metal,rectangle/near rectangle shape,99.5%/ or pure,marked only by wgt/identity","903,375"
"71159030","Gold (including metal clad with gold) articles (o/than jewellry or goldsmiths' wares), nesoi","382,014"
"71159040","Silver (including metal clad with silver) articles (o/than jewellry or silversmiths' wares), nesoi","1,704,363"
"71159060","Articles of precious metal (o/than gold or silver), including metal clad with precious metal, nesoi","161,761"
"72011000","Nonalloy pig iron containing by weight 0.5 percent or less of phosphorus","304,996"
"72021910","Ferromanganese containing by weight not more than 1 percent of carbon","15,713,627"
"72021950","Ferromanganese containing by weight more than 1 percent but not more than 2 percent of carbon","113,474"
"72022110","Ferrosilicon containing by weight more than 55% but not more than 80% of silicon and more than 3% of calcium","789,381"
"72022150","Ferrosilicon containing by weight more than 55% but not more than 80% of silicon, nesoi","16,816,807"
"72022190","Ferrosilicon containing by weight more than 90% of silicon","15,750"
"72022900","Ferrosilicon containing by weight 55% or less of silicon","4,431,870"
"72024950","Ferrochromium containing by weight 3 percent or less of carbon","1,185,835"
"72026000","Ferronickel","4,320,287"
"72027000","Ferromolybdenum","6,169,775"
"72028000","Ferrotungsten and ferrosilicon tungsten","2,622,315"
"72029100","Ferrotitanium and ferrosilicon titanium","2,300"
"72029380","Ferroniobium, nesoi","10,200"
"72029910","Ferrozirconium","558,682"
"72029920","Calcium silicon ferroalloys","4,272,149"
"72029980","Ferroalloys nesoi","6,038,225"
"72039000","Spongy ferrous products, in lumps, pellets or like forms; iron of a minimum purity by weight of 99.94% in lumps, pellets or like forms","195,983"
"72041000","Cast iron waste and scrap","310,907"
"72042100","Stainless steel waste and scrap","166,029"
"72042900","Alloy steel (o/than stainless) waste and scrap","325,434"
"72044100","Ferrous turnings, shavings, chips, milling wastes, sawdust, fillings, trimmings and stampings, whether or not in bundles","10,491"
"72044900","Ferrous waste and scrap nesoi","148,962"
"72045000","Iron or steel remelting scrap ingots","532,710"
"72051000","Pig iron, spiegeleisen, and iron or steel granules","4,286,428"
"72052100","Alloy steel powders","1,682,657"
"72052900","Pig iron, spiegeleisen, and iron or steel (o/than alloy steel) powders","9,636,910"
"72166100","Iron/nonalloy steel, angles, shapes & sections nesoi, not further worked than cold-formed or cold-finished, from flat-rolled products","368,210"
"72166900","Iron/nonalloy steel, angles, shapes & sections nesoi, not further worked than cold-formed or cold-finished, not from flat-rolled products","321,710"
"72169100","Iron/nonalloy steel, angle, shapes & sections nesoi,cold-formed/cold-finished from flat-rolled prod. & furth wkd th/cold-formed/cold-finish","6,695,419"
"73012010","Iron or nonalloy steel, angles, shapes and sections, welded","5,402,532"
"73012050","Alloy steel, angles, shapes and sections of alloy steel, welded","4,802,087"
"73023000","Iron or steel, switch blades, crossing frogs, point rods and other crossing pieces, for jointing or fixing rails","10,230,871"
"73030000","Cast iron, tubes, pipes and hollow profiles","20,695,817"
"73071100","Cast nonmalleable iron, fittings for tubes or pipes","14,908,309"
"73071930","Cast ductile iron or steel, fittings for tubes or pipes","152,225,695"
"73071990","Cast iron or steel, fittings for tubes or pipes, nesoi","92,902,375"
"73072110","Stainless steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging","4,482,057"
"73072150","Stainless steel, not cast, flanges for tubes/pipes, not forged or forged and machined, tooled and otherwise processed after forging","17,077,699"
"73072210","Stainless steel, not cast, threaded sleeves (couplings) for tubes/pipes","22,214,291"
"73072250","Stainless steel, not cast, threaded elbow and bends for tubes/pipes","7,204,916"
"73072300","Stainless steel, not cast, butt welding fittings for tubes/pipes","25,592,803"
"73072900","Stainless steel, not cast, fittings for tubes/pipes, nesoi","61,622,831"
"73079110","Iron or nonalloy steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging","4,772,612"
"73079130","Alloy steel (o/than stainless), not cast, flanges for tubes/pipes, forged, not machined/tooled and not otherwise processed after forging","6,652,105"
"73079150","Iron or steel (o/than stainless), not cast, flanges for tubes/pipes, not forged or forged and machined, tooled & processed after forging","49,799,023"
"73079230","Iron or steel (o/than stainless), not cast, threaded sleeves (couplings) for tubes/pipes","138,079,649"
"73079290","Iron or steel (o/than stainless), not cast, threaded elbow and bends for tubes/pipes","38,635,991"
"73079330","Iron or nonalloy steel, not cast, butt welding fittings for tubes/pipes, w/inside diam. less than 360mm","315,584"
"73079360","Alloy steel (o/than stainless), not cast, butt welding fittings for tubes/pipes, w/inside diam. less than 360mm","886,731"
"73079390","Iron or alloy steel (o/than stainless), not cast, butt welding fittings for tubes/pipes, w/inside diam. 360mm or more","3,388,957"
"73079910","Iron or nonalloy steel, fittings for tubes/pipes, nesoi, forged, not machined, not tooled and not otherwise processed after forging","10,299,558"
"73079930","Alloy steel (o/than stainless), fittings for tubes/pipes, nesoi, forged, not machined/tooled and not otherwise processed after forging","2,033,507"
"73079950","Iron/steel (o/than stainless), n/cast, fittings for tubes/pipes, nesoi, not forged or forged and machined, tooled & processed after forging","143,786,589"
"73083010","Stainless steel, doors, windows and their frames, and thresholds for doors","19,005,450"
"73083050","Iron or steel (o/than stainless), doors, windows and their frames, and thresholds for doors","87,725,013"
"73084000","Iron or steel, props and similar equipment for scaffolding, shuttering or pit-propping","230,351,373"
"73090000","Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal","95,482,479"
"73101000","Iron/steel, tanks, casks, drums, cans, boxes & siml. cont. for any material (o/than compress./liq.gas), w/cap. of 50+ l but n/o 300 l","35,402,113"
"73102100","Iron/steel, cans for any material (o/compressed/liq. gas), closed by soldering or crimping, w/cap. less than 50 l","24,276,042"
"73102900","Iron/steel, cans for any material (o/compressed/liq. gas), n/closed by soldering or crimping, w/cap. less than 50 l","119,794,350"
"73110000","Iron/steel, containers for compressed or liquefied gas","95,977,192"
"73121005","Stainless steel, stranded wire, not elect. insulated, fitted with fittings or made up into articles","4,704,678"
"73121010","Stainless steel, stranded wire, not elect. insulated, not fitted with fittings or made up into articles","4,651,273"
"73121020","Iron or steel (o/than stainless), stranded wire, not elect. insul., fitted with fittings or made up into articles","10,403,847"
"73121030","Iron or steel (o/than stainless), stranded wire, not elect. insul., not fitted with fittings or made up into articles","107,585,022"
"73121050","Stainless steel, ropes, cables and cordage (o/than stranded wire), not elect. insul., fitted with fittings or made up into articles","1,820,310"
"73121060","Stainless steel, ropes, cables and cordage (o/than stranded wire), not elect. insul., not fitted with fittings or made up into articles","6,940,894"
"73121070","Iron/steel (o/stainless), ropes, cables & cordage (o/than stranded wire), n/elect. insul., fitted with fittings or made up into articles","10,466,489"
"73121080","Iron/steel (o/stainless), ropes, cables & cordage, of brass plated wire (o/than stranded wire), n/elect. insul., w/o fittings or arts.","433,359"
"73121090","Iron/steel (o/stainless), ropes, cables & cordage, o/th of brass plate wire (o/than stranded wire), n/elect. insul., w/o fittings etc.","52,622,372"
"73129000","Iron/steel (o/stainless), plaited bands, slings and the like, not electrically insulated","4,928,294"
"73130000","Iron/steel, barbed wire; iron/steel, twisted hoop or single flat wire and loosely twisted double wire, of a kind used for fencing","3,098,088"
"73141210","Stainless steel, woven cloth endless bands for machinery, w/meshes not finer than 12 wires to the lineal cm in warp or filling","635,151"
"73141220","Stainless steel, woven cloth endless bands for machinery, w/meshes finer than 12 but n/finer than 36 wires to the lineal cm warp or filling","357,834"
"73141230","Stainless steel, Fourdrinier wires for papermaking machines w/94 or more wires to the lineal cm in warp or filling","142,227"
"73141260","Stainless steel, Fourdrinier wires for papermaking machines w/36 to 93 wires to the lineal cm in warp or filling","2,409"
"73141290","Stainless steel, woven cloth endless bands for machinery, nesoi, w/meshes finer than 36 wires to the lineal cm in warp or filling","339,358"
"73141410","Stainless steel, woven cloth (o/than endless bands for machinery), w/meshes not finer than 12 wires to the lineal cm in warp or filling","15,608,845"
"73141420","Stainless steel, woven cloth (o/than endless bands for machinery), w/meshes finer 12 but n/finer 36 wires to the lineal cm warp/filling","6,550,839"
"73141430","Stainless steel, Fourdrinier wires (o/than endless bands) for papermaking machines,w/meshes 94 or more wire to lineal cm warp/filling","41,353"
"73141460","Stainless steel, Fourdrinier wires (o/than endless bands) for papermaking machines, w/meshes 36 to 93 wires to the lineal cm warp/filling","491,004"
"73141490","Stainless steel woven cloth (other than endless band for machinery), neosi, w/meshes finer than 36 wires to the lineal cm in warp or filling","15,327,241"
"73141901","Iron or steel (o/than stainless), woven cloth","11,250,983"
"73142000","Iron/steel, grill, netting & fencing, of wire w/maximum x-sect. dimension 3 mm or more, welded at intersection, w/mesh size 100 cm2 or more","9,861,745"
"73143110","Iron/steel, fencing, of wire, welded at the intersection, plated or coated with zinc, whether or not covered w/plastic material","45,358,309"
"73143150","Iron/steel, grill and netting, of wire, welded at the intersection, plated or coated with zinc, nesoi","19,271,272"
"73143900","Iron/steel, grill, netting and fencing, of wire, welded at the intersection, not plated or coated with zinc","10,959,920"
"73144100","Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, plated or coated with zinc","22,123,919"
"73144200","Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, coated with plastics","15,211,729"
"73144930","Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, not cut to shape","7,623,894"
"73144960","Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, cut to shape","8,426,100"
"73145000","Iron or steel, expanded metal","5,421,037"
"73151100","Iron or steel, roller chain","59,589,750"
"73151200","Iron or steel, articulated link chain (other than roller chain)","18,491,103"
"73151900","Iron or steel, parts of articulated link chain","17,501,861"
"73152010","Iron or steel, skid chain, not over 8 mm in diameter","19,458,675"
"73152050","Iron or steel, skid chain, over 8 mm in diameter","6,248,920"
"73158100","Iron or steel, stud link chain","3,020,102"
"73158210","Alloy steel, welded link chain, not over 10 mm in diameter","9,128,005"
"73158230","Alloy steel, welded link chain, over 10 mm in diameter","5,842,809"
"73158250","Iron or nonalloy steel, welded link chain, not over 10 mm in diameter","33,441,557"
"73158270","Iron or nonalloy steel, welded link chain, over 10 mm in diameter","5,226,419"
"73158910","Iron or steel, chain nesoi, with links of essentially round cross section, not over 8 mm in diameter","4,777,015"
"73158930","Iron or steel, chain nesoi, with links of essentially round cross sections, over 8 mm in diameter","6,269,729"
"73158950","Iron or steel, chain nesoi","4,017,212"
"73159000","Iron or steel, parts of chain (other than articulated link chain)","11,835,362"
"73160000","Iron or steel, anchors, grapnels and parts thereof","26,857,046"
"73170020","Iron or steel, nails, tacks, corrugated nails, staples & similar arts., not threaded, suitable for use in powder-actuated hand tools","12,684,126"
"73170030","Iron or steel, nails, tacks, corrugated nails, staples & similar arts., threaded, suitable for use in powder-actuated hand tools","1,021,730"
"73170055","Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of one piece construction, made of round wire, nesoi","203,553,933"
"73170065","Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of one piece construction, not made of round wire, nesoi","7,565,032"
"73170075","Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of two or more pieces, nesoi","16,902,122"
"73181100","Iron or steel, coach screws","14,097,670"
"73181200","Iron or steel, wood screws (o/than coach screws)","9,554,928"
"73181300","Iron or steel, screw hooks and screw rings","11,909,592"
"73181410","Iron or steel, self-tapping screws, w/shanks or threads less than 6 mm in diameter","127,510,528"
